Fall,Status,Bearbeitungszeit(Sekunden),ErklärungDatenverarbeitung,Q0,Q1,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q11H,Q11I,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12I,Q13,Q14,Q15,Q16,Q17A,Q17B,Q17C,Q17D,Q17E
"470","Completed","1048","1","1","2","3","3","1","1","3","3","3","Schwanen Bräu, Marie, Augustiner, Mooser Liesl.","3","2","2","2","3","1","1","1","1","4","4","4","3","2","2","3","1","4","2","1","3","3","4","3","3","1","4","2","2","2","2","3","3","1","4","1","-99","-99","-99","2","3","1","2","5","-99","1","2","4","-99","3","3","2","2","3","3","-99","-99","1","1","1","1","2","2","3","1","3","1","5","2","1","0","0","1","0","0"
"471","Completed","532","1","1","3","2","2","2","1","2","2","1","Paulaner","3","2","2","2","2","1","1","1","4","2","1","4","1","2","1","5","4","4","4","5","2","5","4","5","3","3","2","4","3","5","2","4","5","5","4","3","3","3","1","1","4","3","1","4","2","4","4","4","2","3","1","3","3","2","1","1","4","3","2","2","2","2","3","4","2","4","1","12","1","-99","1","0","0","0","0"
"472","Completed","400","1","1","4","3","3","1","1","3","3","3","Fischers Fürstenberg","3","2","1","3","1","2","1","1","1","2","2","3","1","2","1","4","1","4","2","3","1","5","4","3","3","1","2","4","3","1","-99","3","2","1","4","3","1","1","1","3","5","2","1","4","1","1","1","3","1","1","3","4","2","3","1","2","5","2","4","3","3","2","2","2","2","3","2","7","1","3","0","0","1","0","0"
"473","Started","414","1","1","3","3","3","2","2","3","-99","3","Hansa Pils Brinkhoffs Becks Hövels","3","2","2","2","3","1","1","1","3","2","3","4","3","3","1","4","4","3","4","4","2","5","2","4","3","2","2","-99","1","2","2","3","5","2","3","1","2","1","1","3","3","5","1","2","2","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"474","Started","345","1","1","3","3","3","2","2","3","2","3","desperado, stuttgarter hofbräu","3","1","1","1","1","2","-99","1","2","4","3","5","4","4","4","4","3","5","2","3","2","5","5","4","2","2","-99","3","4","3","3","2","3","3","5","2","2","2","3","5","3","3","3","4","3","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"475","Completed","496","1","1","3","3","3","1","1","3","3","3","Hansa, Astra, Dortmunder Kronen","3","2","1","1","3","1","1","1","3","4","3","5","4","3","4","4","4","3","4","5","1","5","-99","3","4","3","-99","3","-99","-99","-99","-99","-99","4","1","1","1","1","4","4","4","5","1","1","1","3","3","4","1","2","5","3","2","2","2","2","3","-99","-99","-99","-99","2","-99","1","-99","3","2","15","10","3","0","0","0","1","0"
"476","Started","347","1","1","3","2","2","1","1","2","2","2","Hansa Pils","2","3","2","1","2","1","1","1","3","2","1","2","1","3","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"477","Completed","901","1","1","5","2","2","1","1","2","1","2","Corona","3","1","1","1","2","1","1","1","1","2","1","3","2","2","1","4","4","4","3","4","2","5","5","5","3","3","2","5","4","3","2","5","5","1","1","2","1","2","1","2","5","3","1","3","1","2","3","4","1","1","3","5","1","2","2","2","5","2","4","5","2","3","2","2","2","4","2","7","1","3","0","0","0","1","0"
"478","Completed","470","1","1","3","3","3","1","1","3","3","2","Desperados Bayreuther Hell Chiemseer Hell","3","2","1","2","2","1","1","1","3","2","2","3","3","2","3","3","3","4","2","2","2","4","4","2","3","2","2","4","3","5","3","4","4","1","2","2","1","2","1","4","2","1","1","5","2","1","2","5","2","3","3","2","2","3","3","2","2","2","4","3","3","3","4","4","1","4","1","5","1","3","0","0","1","0","0"
"479","Completed","384","1","1","4","3","3","1","1","3","3","3","Corona","3","3","3","2","2","2","3","1","1","4","4","4","3","4","2","4","3","5","4","4","4","5","5","5","3","-99","2","4","4","2","5","-99","2","3","5","4","4","5","4","5","5","5","5","5","3","-99","-99","1","-99","-99","4","5","3","-99","-99","-99","-99","3","3","3","3","3","4","-99","3","2","-99","13","1","8","-99","-99","-99","-99","-99"
"480","Completed","267","1","1","1","3","3","3","3","3","3","1","Kölsch","3","3","3","3","-99","3","3","-99","1","5","5","5","5","5","5","1","1","-99","-99","1","1","-99","-99","5","5","1","1","5","5","5","5","1","5","1","1","5","1","1","1","-99","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","-99","-99","-99","-99","-99","-99","-99","1","-99","1","9","1","2","1","0","0","0","0"
"481","Completed","412","1","1","5","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","4","1","1","1","1","-99","5","4","3","5","2","3","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","2","5","1","3","0","0","1","0","0"
"482","Completed","395","1","1","5","3","1","1","1","2","1","2","Corona","2","1","2","2","3","1","1","1","1","2","2","4","2","3","2","2","1","3","1","1","1","2","3","3","5","2","2","4","4","4","5","3","2","1","3","3","2","2","2","2","4","2","2","2","3","1","2","4","3","4","2","4","2","2","2","2","5","2","2","2","2","2","2","3","2","2","2","5","1","1","0","0","1","0","0"
"483","Completed","1087","1","1","3","2","2","1","1","2","3","2","Hochdorfer, welde, baisinger","3","1","1","1","1","1","1","1","2","1","1","3","1","2","1","5","-99","4","2","-99","2","4","1","5","2","1","2","3","3","3","1","1","2","1","1","3","1","1","1","1","1","4","1","4","1","-99","2","3","1","3","1","3","2","1","2","1","3","1","1","1","1","2","1","1","1","2","2","6","1","3","0","0","0","1","0"
"484","Completed","595","1","1","4","3","3","1","1","2","3","2","Bergbier, Leibinger, Hirsch","3","2","1","2","2","2","1","1","1","3","2","3","2","3","2","4","4","4","3","4","1","5","4","4","3","2","2","3","3","5","3","3","3","1","5","1","1","1","1","1","5","1","1","4","1","3","2","4","1","2","2","3","2","2","1","2","4","3","2","2","2","3","4","3","1","4","2","7","1","3","1","0","0","0","0"
"485","Completed","554","1","1","4","2","3","1","1","2","3","1","Desperados","2","1","1","2","1","1","1","1","1","2","1","3","2","3","1","2","2","4","1","2","2","4","2","4","5","1","1","3","2","1","2","4","5","1","-99","-99","-99","-99","-99","-99","3","-99","-99","-99","-99","1","1","1","-99","-99","-99","4","-99","-99","1","-99","4","1","1","1","1","1","1","1","1","1","1","6","1","3","0","0","1","0","0"
"486","Completed","413","1","1","5","2","2","1","1","2","2","1","Augustiner Tegernseer Ottakringer","2","1","2","2","1","1","1","1","4","2","2","4","2","2","2","4","2","4","4","4","3","5","4","3","3","2","2","4","2","2","4","3","3","3","3","2","2","2","2","2","5","2","2","4","2","3","3","3","2","3","3","3","2","2","2","2","4","3","3","3","2","4","2","2","2","2","2","12","17","1","1","0","0","0","0"
"487","Completed","1291","1","1","3","2","3","1","1","1","3","3","Corona","3","-99","2","3","2","3","1","1","1","3","2","5","2","1","1","3","2","4","2","1","1","5","4","5","-99","2","-99","2","2","4","3","5","1","1","5","1","3","1","2","2","5","5","2","5","1","1","1","5","3","2","4","5","4","3","1","3","3","2","-99","1","1","2","3","4","-99","4","1","4","1","3","0","0","1","0","0"
"488","Completed","1109","1","1","3","2","3","1","1","1","2","1","Corona, Stuttgarter Hofbräu","3","3","1","2","2","1","1","1","1","2","1","4","1","2","1","3","3","5","3","1","2","-99","3","4","-99","2","1","-99","2","-99","4","-99","3","1","3","3","1","1","1","3","1","5","1","5","1","1","1","5","1","5","4","4","3","3","2","1","3","3","3","3","2","2","2","-99","-99","3","1","5","1","4","0","0","1","0","0"
"489","Completed","315","1","1","3","2","3","1","1","-99","-99","-99","Salitos","2","1","1","1","2","1","1","1","2","2","2","3","1","2","1","4","4","3","4","1","2","5","3","4","4","3","4","3","-99","3","2","4","3","2","2","2","2","1","2","2","4","2","1","2","1","2","2","3","2","1","3","2","2","1","1","2","3","2","2","2","2","2","3","3","1","2","1","4","1","3","1","0","0","0","0"
"490","Completed","543","1","1","3","3","3","1","2","3","3","3","Schönbuchbräu Chiemsee Augustiner Alpirsbacher Hirsch König Ludwig Corona Käpsele Schimpf","3","3","2","2","2","1","1","1","2","5","4","5","4","5","3","4","4","5","4","5","1","5","5","5","3","2","5","2","3","4","2","5","2","2","5","1","1","1","1","1","2","3","1","5","1","1","3","5","1","4","5","2","1","1","3","2","2","1","1","1","3","3","5","2","1","4","1","4","1","4","0","0","1","0","0"
"491","Completed","581","1","1","3","3","3","1","2","2","3","3","Stuttgarter Hofbrau","3","3","1","2","1","1","2","1","2","4","3","4","4","2","3","4","2","2","3","1","2","5","3","5","4","2","3","4","-99","4","3","4","5","3","2","2","2","1","2","2","5","5","2","2","1","1","3","2","1","1","2","4","3","2","2","4","5","4","3","3","3","3","3","3","2","4","1","10","1","1","1","0","0","0","0"
"492","Started","601","1","1","3","2","3","1","1","1","3","2","Franziskaner","2","2","1","2","2","1","1","1","1","2","2","3","2","1","3","3","3","2","2","4","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"493","Completed","621","1","1","5","1","2","1","1","1","1","1","Hochdorfer","2","1","2","2","1","1","1","1","2","2","2","3","1","2","5","3","2","2","4","-99","3","5","2","3","3","-99","4","4","2","3","3","4","2","3","3","1","1","1","1","3","4","1","1","1","1","1","4","2","1","1","1","3","1","1","1","1","3","2","1","1","2","2","1","1","1","2","2","9","2","1","0","0","1","0","0"
"494","Completed","576","1","1","2","3","3","2","2","2","2","2","Dinkelacker","2","2","2","3","3","2","1","1","1","5","4","4","5","5","4","2","4","1","4","5","1","-99","2","-99","-99","-99","4","-99","-99","-99","4","-99","4","1","4","1","1","1","1","1","1","5","1","4","1","1","1","5","1","1","1","1","1","2","4","1","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","5","1","3","0","0","1","0","0"
"495","Completed","621","1","1","4","2","3","2","1","3","3","3","Heineken","3","3","2","3","2","1","1","1","1","3","2","3","4","2","2","1","1","4","3","1","1","2","2","5","2","2","2","2","5","5","2","3","2","3","3","4","1","1","1","1","5","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","4","-99","-99","3","-99","-99","-99","-99","-99","-99","1","11","1","1","0","0","0","1","0"
"496","Completed","461","1","1","2","3","3","2","2","3","3","3","Becks","3","3","3","3","3","1","2","1","2","4","5","4","4","4","4","3","2","-99","2","2","2","4","5","5","4","2","3","4","4","5","4","4","5","2","5","3","3","3","3","4","4","4","3","4","4","1","2","4","2","4","4","3","3","2","3","2","4","4","5","4","4","3","4","4","1","4","1","8","1","3","0","0","0","0","1"
"497","Completed","617","1","1","3","2","3","1","1","2","3","2","Bayreuther, Augustiner, Corona","3","2","1","1","2","1","1","1","-99","3","2","4","3","1","2","3","2","5","3","-99","2","5","4","4","2","2","3","2","-99","3","2","3","-99","2","3","2","2","-99","3","3","1","3","2","5","2","2","2","3","3","3","5","4","2","3","2","2","3","3","3","3","-99","1","3","1","1","2","1","8","1","3","0","0","0","1","0"
"498","Completed","532","1","1","4","2","3","1","1","2","2","2","Kaiser Brauerei Geislingen Schönbuch Bräu","3","2","1","1","1","1","1","1","2","3","2","4","2","2","1","4","4","5","4","4","2","5","3","2","-99","2","2","4","-99","2","-99","3","4","3","2","3","4","2","4","4","2","2","3","5","3","3","3","3","4","4","3","4","4","3","2","3","3","-99","-99","-99","-99","2","-99","-99","-99","4","1","7","1","3","0","0","0","0","1"
"499","Completed","583","1","1","3","3","3","2","1","2","3","2","Wulle, Berg, Schäffler","3","3","1","2","2","2","1","1","3","4","3","4","4","3","4","4","3","5","4","2","3","5","4","5","2","2","3","2","3","4","2","4","5","3","4","1","3","2","1","4","5","3","2","4","3","3","3","4","3","3","3","4","2","3","2","2","4","2","2","2","2","2","4","2","2","4","1","12","1","3","1","0","0","0","0"
"500","Completed","515","1","1","3","2","2","1","2","1","2","2","Zwiefalter Klosterbräu Guiness Hop House 13","2","2","1","2","1","1","1","1","3","1","1","3","1","1","1","4","3","4","3","3","-99","4","1","2","3","2","2","4","3","1","1","2","3","3","2","2","1","1","1","4","3","3","1","4","1","1","1","3","3","3","1","3","1","1","3","4","4","2","1","3","1","1","1","2","1","2","1","11","1","3","-99","-99","-99","-99","-99"
"501","Completed","419","1","1","4","3","3","1","1","1","2","2","Desperados","3","1","1","2","2","1","-99","1","2","2","1","4","2","2","1","4","3","3","3","5","2","5","4","4","2","3","2","3","3","4","3","2","3","3","3","3","3","3","3","-99","3","4","3","3","3","3","3","4","2","3","4","4","2","3","2","4","4","2","1","2","1","2","2","2","1","2","2","6","1","3","0","0","1","0","0"
"502","Completed","3587","1","1","2","3","3","1","2","2","3","3","","3","2","1","2","1","1","1","1","2","3","2","4","-99","3","2","4","4","4","2","2","-99","5","4","2","3","2","4","3","3","1","2","5","5","3","3","1","1","1","4","5","1","1","1","3","1","3","3","2","2","3","2","4","3","2","1","2","3","3","1","1","1","-99","3","3","1","3","1","7","1","3","1","0","0","0","0"
"503","Completed","302","1","1","4","2","2","1","1","2","2","2","Augustiner","2","2","1","2","2","2","1","1","2","2","1","2","2","2","1","4","2","2","2","2","4","3","3","3","2","3","3","2","-99","2","3","2","3","3","4","4","1","1","1","1","3","2","1","4","1","1","3","4","2","1","2","3","2","2","2","2","3","-99","2","2","3","3","4","3","-99","3","1","10","3","3","1","0","0","0","0"
"504","Completed","274","1","1","3","3","3","1","1","2","3","2","Hochdorfer","3","1","1","2","1","1","1","1","1","4","2","2","1","3","1","5","-99","-99","4","-99","1","-99","-99","5","-99","3","4","5","-99","5","-99","3","4","1","5","1","1","1","1","3","1","1","1","5","1","1","1","5","1","2","5","5","5","5","1","1","5","1","1","1","1","1","1","1","1","1","1","6","1","3","0","0","0","0","1"
"505","Completed","604","1","1","2","3","3","2","1","3","3","2","Augustiner Spaten Helles","3","2","1","3","2","3","1","1","3","4","3","4","4","2","2","3","4","4","4","5","2","5","3","5","-99","2","3","3","3","2","2","4","2","1","4","4","1","2","3","2","4","2","2","5","3","2","2","4","1","2","5","4","3","2","2","2","4","-99","2","3","-99","-99","4","-99","1","-99","2","7","1","3","1","0","0","0","1"
"506","Completed","1158","1","1","4","2","3","1","1","3","3","2","Gösser, Spaten, Stuttgarter Hofbräu,","3","2","2","2","1","1","1","1","2","2","2","3","2","3","2","4","2","3","3","1","1","4","4","2","3","-99","2","3","3","2","2","5","3","2","5","2","2","-99","2","3","4","4","1","4","2","1","3","4","4","5","4","3","3","2","2","4","2","4","-99","2","3","5","5","3","3","4","1","12","1","1","0","0","0","1","0"
"507","Completed","550","1","1","4","2","3","1","1","2","3","3","Corona","2","2","1","3","1","1","1","1","1","4","3","5","4","2","4","2","4","3","4","3","1","5","5","2","2","3","3","3","3","2","3","4","4","1","3","5","3","-99","3","3","2","4","2","3","3","3","2","4","2","3","3","4","3","3","2","2","4","3","3","3","2","3","3","4","2","3","1","7","1","3","1","0","0","0","0"
"508","Completed","801","1","1","3","2","3","2","2","3","2","2","Waldhaus","2","3","2","3","2","1","2","3","2","1","1","4","1","3","2","4","4","3","-99","4","-99","5","-99","2","1","3","4","3","4","2","3","2","4","2","3","4","2","3","2","2","1","5","3","4","3","2","2","2","3","4","3","3","4","4","3","2","3","2","2","3","2","2","2","2","2","2","1","8","1","3","1","0","0","0","0"
"509","Completed","568","1","1","5","2","2","2","2","2","2","2","Bitburger","3","2","1","2","2","1","1","1","1","2","1","3","2","2","2","4","2","3","3","2","1","4","3","4","1","1","1","2","1","3","1","3","3","1","3","1","1","1","1","2","3","3","1","1","2","2","3","3","3","4","3","2","1","1","3","2","3","3","1","1","2","2","1","2","1","3","1","10","1","1","1","0","1","0","0"
"510","Completed","531","1","1","3","2","3","1","2","2","2","3","","3","2","2","2","1","1","1","1","2","4","2","5","2","1","2","4","4","2","4","4","1","5","4","4","3","3","3","5","4","3","4","5","5","2","3","3","2","1","1","3","2","4","2","5","1","2","2","4","1","4","3","3","1","2","2","4","4","5","4","4","2","5","-99","1","-99","-99","1","12","1","3","1","0","0","0","0"
"511","Completed","1358","1","1","5","2","2","2","1","1","1","-99","","-99","-99","-99","1","-99","1","1","1","3","1","1","1","1","1","1","4","1","2","4","3","1","5","4","5","4","-99","1","2","2","2","3","4","1","2","3","-99","-99","-99","-99","-99","3","3","-99","3","3","2","2","3","-99","-99","-99","2","-99","-99","3","-99","2","2","3","2","2","4","4","1","1","2","2","5","1","3","0","0","1","0","0"
"512","Completed","570","1","1","3","2","2","1","1","2","3","2","Schwabenbräu Gösser","2","2","1","1","2","1","1","1","3","2","2","3","1","1","1","-99","-99","4","-99","-99","3","4","4","3","2","-99","-99","-99","2","4","2","2","-99","4","3","2","1","1","1","3","4","1","1","3","2","4","4","2","1","2","3","4","2","2","1","3","4","2","2","-99","4","-99","4","3","-99","-99","1","12","1","1","1","0","0","0","0"
"513","Completed","456","1","1","3","2","-99","2","1","2","2","2","Goldochsen","3","2","1","1","-99","1","1","1","1","3","1","3","1","1","5","5","5","3","5","1","4","5","5","3","1","4","4","2","2","-99","2","-99","3","1","5","1","1","1","3","4","1","1","4","4","3","2","2","4","2","4","5","4","2","2","2","3","3","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","12","-99","1","1","0","0","0","0"
"514","Completed","563","1","1","2","3","3","2","1","3","3","3","Chiemsee, Berg & Gold Ochsen","3","1","1","1","1","1","1","1","1","5","5","5","4","4","2","4","4","4","3","3","2","5","5","5","2","1","1","1","1","4","2","4","2","1","3","1","2","2","2","4","2","1","1","5","2","1","2","5","1","5","3","1","1","2","1","1","1","3","2","1","3","3","3","4","1","4","1","12","1","1","0","0","1","0","0"
